word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
:expressed,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
:terms,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
:hyper,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
:vague,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:instinctive,0,0,0,0,2,0,0,0,1,2,0,0,1,2,2,0,0
:emotion,0,0,0,0,5,0,0,4,0,2,0,2,1,1,0,0,0
:gratify,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0
:gifts,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:procreative,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:atrophied,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
:separated,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:desiccated,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
:exceptionally,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0
:doings,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
:grandchildren,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:limit,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
:naturally,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0
:stretched,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:stretch,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:abraham,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:seed,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:inherit,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
:promised,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:saved,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0
:futility,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:deadens,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:broad,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:feelng,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:ancestors,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
:freud,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:sufficientiy,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0
:follows,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:pattern,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
:modified,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:professionals,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:merits,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,6,1
:lovers,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
:charms,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
:vanish,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:relied,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:illness,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
:precarious,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:unalterable,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:elsewhere,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
:party,0,0,0,0,2,0,1,0,0,1,0,0,0,1,0,1,0
:gaoler,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
:guarding,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:prisoner,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:employer,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0
:brow,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:beating,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:employee,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0
:ruler,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
:governing,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:subjects,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
:firm,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
:instilling,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
:son,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0
:rod,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:transaction,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:unsatisfactory,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:particularly,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,1
:bygone,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
:requires,0,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0,0
:relationships,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:delicacy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:reverence,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
:pugnacity,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:essence,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
:believes,0,0,0,0,1,0,0,0,0,1,0,0,0,1,4,1,0
:equality,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:jailer,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:root,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
:fold,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:externalised,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:prolonging,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:externalising,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:fashion,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
:immortality,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:plasm,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:intimate,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
:blend,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:creature,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
:helpless,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
:gratifies,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:infant,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0
:unselfish,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
:protection,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0
:vulnerable,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:portion,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
:decreed,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:tyrants,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:position,0,0,0,0,1,0,1,0,0,0,0,0,2,0,1,1,1
:rebel,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
:coscious,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:prey,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
:conflicting,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:mortification,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:wanted,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
:soldier,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
:pacifist,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
:black,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
:hundreds,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:developments,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:feed,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
:feeding,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:putting,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
:welfare,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
:saving,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:vividly,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0
:aware,0,0,0,0,2,0,1,0,1,3,0,0,2,0,0,1,0
:dependent,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
:demonstrative,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:endeavouring,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:grapple,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:watchful,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:pure,0,0,0,0,3,0,0,0,0,0,0,0,1,0,2,1,0
:handling,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
:permitted,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
:mistakes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
:fot,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:worry,0,0,0,0,1,0,2,2,0,0,1,0,11,1,0,0,0
:certainty,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:careful,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
:textbooks,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:guided,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:aright,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:harmonious,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
:causing,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
:rebellion,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
:frustration,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:mystical,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
:oppression,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:friendship,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0
:pervade,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:groups,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:distant,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0
:linger,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:gentleness,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
:needed,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0
:helplessness,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:size,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:feeble,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:bitter,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
:despotic,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:despot,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:hey,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:purged,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:tendency,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1
:tender,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
:transmuting,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:base,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
:metal,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:daily,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0
:gold,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:mystic,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:fighting,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:struggling,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
:maintain,0,0,0,0,1,2,0,0,0,3,1,1,0,0,1,0,0
:ascendancy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:slippery,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:attach,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
:inference,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:commonly,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:drawn,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
:convention,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
:unscientific,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:odds,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
:handed,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:department,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
:recognised,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,2,0
:calculus,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:departments,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:recognjsed,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:gets,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,1
:older,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
:someone,0,0,0,0,1,0,0,0,0,1,0,0,0,4,1,0,0
:labour,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0
:competence,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:continue,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
:months,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0
:pregmancy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:lactation,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:barrier,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:whenever,0,0,0,0,1,0,0,0,0,1,0,0,1,3,3,0,0
:unusually,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:saintly,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:compensations,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:exceeding,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:conventionally,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
:sacrificing,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:selfish,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
:unsatisfied,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:pursuits,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
:vocation,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:widely,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
:professionally,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
:group,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:include,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0
:fulfil,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
:requirements,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:insisted,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:cared,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0
:ranks,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:qualified,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:baffled,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:incompetent,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:hesitation,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:aptitude,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:undergone,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:heaven,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:sent,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:teaches,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:ruined,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0
:ignorant,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
:sentimental,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:fathers,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0
:chiidren,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:lelation,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:resemble,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
:unnecessary,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,4
:profit,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:accumulating,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:bodies,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:14,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
:placed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
:exceedingly,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
:dullest,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
:idleness,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
:grades,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
:profoundest,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
:worker,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0
:advantages,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1
:fills,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
:choice,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1
:decide,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
:troubled,0,0,0,0,0,2,1,0,0,0,0,0,1,0,1,1,0
:intelligently,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
:unusual,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
:positively,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
:orders,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,2,0
:unspeakable,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
:drudgery,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
:big,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0
:africa,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
:flying,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
:sensations,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
:accordingly,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
:intelliigent,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
:trifles,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
:shaking,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
:firmly,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
:psrsuaded,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
:foremost,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
:comparison,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
:holidays,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
:unpaid,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
:chances,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
:sucecss,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
:measured,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
:capitalistic,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
:continues,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0
:ceases,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
:apply,0,0,0,0,0,2,1,0,0,0,0,1,0,0,1,0,0
:extra,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
:comforts,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
:procure,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
:building,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
:reputation,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
:continuity,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
:porpose,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
:chiefly,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
:housework,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0
:domesticated,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
:bettering,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
:sees,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
:bccome,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
:neighbdurs,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
:killing,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
:affording,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
:outlet,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
:belongs,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
:capaple,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
:arranged,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
:hierarchy,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
:mildly,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
:construction,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
:exercising,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
:improve,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
:begins,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
:feet,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
:games,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
:lawyer,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
:contain,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1,0
:delectable,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
:playing,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
:outwitting,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
:opponent,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
:competitive,0,0,0,0,0,1,0,1,0,0,4,0,0,0,0,0,0
:feats,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
:stunts,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
:willing,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
:surgeon,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
:precision,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
:operations,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
:intense,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0
:heard,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
:plumbers,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
:pleasurable,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
:variable,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
:indefinite,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
:improvement,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
:cease,0,0,0,0,0,2,0,0,0,0,0,2,1,2,1,0,0
:maximum,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
:mile,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
:beat,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
:record,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
:sixty,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0
:competitors,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0
:businesses,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
:constructiveness,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
:built,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1
:monument,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
:completed,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
:following,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
:criterion,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
:initial,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
:stage,0,0,0,0,0,1,0,0,0,0,0,2,0,2,1,0,3
:final,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0
:embodies,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
:reverse,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
:intended,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
:destroyer,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
:embody,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
:literal,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
:buildings,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
:constructing,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
:bulding,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
:plan,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0
:destroying,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
:demolition,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
:conceal,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,2,1
:sweeping,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
:build,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0
:unmask,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
:pretence,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
:asking,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
:vaguely,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
:enthusiasm,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
:precisely,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
:militarists,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
:apostles,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
:violence,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0
:indifierent,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
:fiercer,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
:dead,0,0,0,0,0,2,0,0,0,2,0,1,0,0,0,1,0
:fades,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
:delightful,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
:contemplate,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
