word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
:well,0,4,3,0,6,3,3,2,2,3,1,0,5,2,1,3,0
:over,0,4,1,2,8,1,3,4,1,4,2,3,5,0,1,4,1
:works,0,3,1,0,0,1,0,0,0,2,0,0,0,0,0,0,1
:bicycles,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:sixteen,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:hilly,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:miles,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
:fount,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:inexhaustible,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:supply,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:simple,0,4,1,0,2,0,0,1,2,1,1,1,1,2,1,1,1
:delights,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
:superior,0,3,4,1,0,0,0,0,1,1,0,0,0,1,1,0,0
:ourselves,0,1,0,1,0,0,0,1,5,1,0,0,1,2,0,2,0
:experience,0,1,0,1,2,1,1,0,0,0,0,2,0,1,1,3,2
:waging,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:puny,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:argument,0,1,0,0,3,0,0,0,0,3,0,0,0,0,1,0,0
:poor,0,1,0,0,1,1,0,0,0,0,5,0,0,2,0,1,0
:rabbit,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:larger,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
:yellow,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
:fever,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:bacillus,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:latter,0,5,1,4,1,1,0,0,0,2,0,0,1,0,0,0,0
:emotional,0,1,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0
:content,0,1,0,0,2,0,0,0,0,1,0,0,0,1,1,0,0
:highly,0,2,2,0,1,1,0,0,1,1,0,0,1,0,0,2,0
:educated,0,3,0,0,1,0,0,0,0,1,1,0,0,0,2,0,0
:regard,0,1,2,1,4,4,1,3,0,1,2,0,2,2,6,0,3
:demand,0,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
:difficulties,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
:beforehand,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:doubtful,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
:chief,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
:why,0,1,0,1,2,0,1,1,1,2,0,0,0,4,2,1,0
:exccssive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:estimate,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
:powers,0,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
:underestimates,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:surprised,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
:whereas,0,2,3,2,2,3,1,0,0,1,0,0,1,1,0,1,1
:overestimates,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:surprise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:pleasant,0,2,1,1,0,1,0,1,0,1,0,1,0,2,0,0,0
:unpleasant,0,1,2,1,1,1,0,0,0,1,0,1,0,0,0,1,0
:wise,0,1,0,0,0,0,1,3,0,5,0,1,1,2,2,0,0
:unduly,0,1,1,2,0,0,3,0,0,0,1,1,0,1,1,1,0
:conceited,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
:modest,0,1,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0
:enterprising,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:sections,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
:happiest,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:science,0,6,0,0,0,4,2,2,0,3,1,0,1,0,1,0,0
:eminent,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
:emotionally,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
:derive,0,5,1,0,2,5,0,0,0,1,0,0,0,0,0,2,1
:eating,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:marrying,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:artists,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
:rigueur,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:marriages,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:capable,0,1,2,0,8,2,2,0,1,2,1,0,2,1,1,2,1
:old,0,3,0,1,7,0,1,0,0,10,1,11,1,2,4,0,7
:fashioned,0,1,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0
:domestic,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0
:higher,0,1,1,0,0,2,3,0,0,0,2,1,0,0,3,1,0
:parts,0,1,0,0,0,0,0,0,0,1,0,0,2,0,5,0,0
:intelligence,0,1,1,0,2,0,0,1,1,0,1,0,0,0,0,0,1
:alowed,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:intrude,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:regions,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
:functions,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
:perform,0,1,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0
:importance,0,1,0,1,0,2,6,1,0,2,0,1,3,1,0,3,0
:doubted,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
:either,0,1,2,3,2,2,0,1,2,2,0,0,2,1,2,1,4
:laymen,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:necessity,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0
:complex,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
:emotions,0,4,0,0,3,0,1,2,0,2,1,0,0,0,5,0,0
:simpler,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
:complexity,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:foam,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:river,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:produced,0,1,1,2,1,0,0,0,0,0,1,0,3,1,1,0,0
:break,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
:smoothly,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:flowing,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:current,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
:energies,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
:unimpeded,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:produce,0,1,2,3,2,3,2,0,0,2,1,2,2,0,1,4,0
:ripple,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:surface,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:strength,0,1,1,0,2,0,0,0,0,0,0,0,1,0,4,1,2
:evident,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
:unobservant,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:conditions,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0
:realised,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
:utilises,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:abilities,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
:full,0,1,1,2,2,0,1,1,0,4,0,1,0,0,1,0,0
:achieves,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
:results,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
:appear,0,2,0,0,1,0,0,1,0,0,1,0,0,0,1,2,0
:general,0,1,4,1,2,0,0,0,0,0,3,0,2,2,0,2,1
:smallest,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:understand,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
:fortunate,0,1,1,0,1,2,1,1,0,2,0,0,0,2,0,0,1
:artist,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0
:picture,0,2,0,0,0,0,1,3,0,0,1,0,0,0,0,3,0
:poem,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:theory,0,3,0,0,2,0,0,0,0,2,0,1,0,2,0,0,1
:relativity,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:rightly,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,2,0
:einstein,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:honoured,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:left,0,1,1,0,2,1,0,0,1,1,2,3,0,1,0,0,0
:starve,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:garrets,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:genuinely,0,2,0,0,1,0,0,0,2,1,0,0,0,0,1,1,2
:involving,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:assertion,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:scepticism,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
:mass,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:mankind,0,3,0,1,0,0,1,2,0,0,0,2,0,1,0,3,1
:unless,0,1,2,0,5,1,0,1,0,2,1,1,2,1,3,0,1
:shut,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0
:coterie,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:cold,0,1,0,1,0,0,0,0,1,2,0,1,0,0,1,0,0
:outer,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
:colleagues,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:painful,0,1,0,0,0,3,0,0,1,2,0,0,0,0,2,2,0
:situation,0,1,0,0,2,0,0,1,0,0,0,1,2,0,0,0,0
:despised,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:despicable,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:incur,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
:misfortunes,0,2,0,1,0,0,2,3,0,1,0,0,1,1,0,0,0
:uses,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
:times,0,1,0,0,5,1,7,0,0,2,1,0,4,0,1,2,0
:young,0,12,1,0,4,0,3,1,1,3,1,6,5,0,2,0,22
:julius,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:ii,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:ill,0,1,1,0,0,0,0,1,0,1,0,0,2,1,1,5,1
:treat,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,3
:michael,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:angelo,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:supposed,0,2,1,1,0,0,0,0,0,1,0,0,0,2,2,1,0
:incapable,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0
:pictures,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
:millionaire,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:shower,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:wealth,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
:elderly,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:imagines,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0
:circumstances,0,3,3,0,4,4,0,2,4,1,1,2,0,0,3,0,2
:think,0,1,3,3,5,5,2,2,4,6,2,6,5,6,5,6,5
:admitted,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
:intelligent,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,4
:westem,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:tend,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,1,2
:comes,0,1,1,1,2,1,1,2,1,2,1,1,5,0,1,1,0
:finding,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
:adequate,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0
:employment,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:talents,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
:eastern,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:happier,0,2,0,1,0,2,1,0,0,0,2,0,0,0,0,0,0
:russia,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
:anywhere,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:else,0,3,4,2,2,1,0,0,0,2,0,2,1,7,0,4,1
:create,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:ardent,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:faith,0,3,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
:accordance,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
:executed,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
:starved,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
:exiled,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:disinfected,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:western,0,3,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0
:country,0,1,3,0,5,0,0,0,0,0,0,2,0,0,1,0,3
:compel,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:doing,0,3,3,0,2,5,0,2,3,0,1,0,2,3,0,4,1
:sophisticated,0,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
:occidental,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:russian,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:seem,0,3,0,1,1,0,2,3,0,2,4,2,1,1,2,2,1
:crude,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:creathg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:liking,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:certainly,0,1,0,0,1,1,0,0,0,1,1,2,0,1,0,1,2
:created,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
:pragmatic,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:test,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
:justified,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
:condemn,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0
:justification,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:basis,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0
:india,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:china,0,3,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
:japan,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
:interfere,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
:intelligentsia,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:internal,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
:obstacle,0,1,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0
:exists,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0
:west,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
:succeed,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1
:national,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
:aims,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
:pursue,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
:difficult,0,4,2,1,3,2,3,1,0,0,1,3,3,0,3,2,1
:cynicism,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0
:finds,0,2,2,1,3,1,0,0,0,1,0,1,1,2,1,3,3
:highlly,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:combination,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
:comfort,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
:powerlessness,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:worth,0,1,0,0,0,3,0,2,1,0,0,0,1,1,0,0,1
:painfulness,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
:endurable,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:throughout,0,2,2,1,0,0,3,0,0,3,3,2,0,0,1,0,3
:east,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
:university,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
:influence,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
:modem,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:opportunity,0,1,1,0,1,2,1,0,0,0,0,2,0,0,0,0,1
:securing,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:substantial,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:powerless,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:comfortable,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
:reformer,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:revolutionary,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
:cynic,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:afrairs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:enjoys,0,1,2,0,0,2,0,1,0,1,0,0,0,0,0,1,0
:chinese,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:visitor,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:going,0,1,3,0,0,0,2,0,0,0,0,1,1,1,0,0,0
:home,0,1,3,1,1,1,4,0,0,1,1,0,1,0,0,1,1
:found,0,1,0,0,2,3,0,0,1,3,2,4,2,3,3,0,1
:reactionary,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:cut,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
:quiet,0,1,0,0,0,0,0,1,0,0,2,3,0,0,0,0,0
:high,0,1,0,0,1,0,0,2,0,1,0,0,0,0,0,4,0
:flown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:happincss,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
:ones,0,1,0,0,1,0,1,0,0,2,0,1,0,0,0,1,1
:minority,0,1,0,0,1,3,0,2,0,0,0,0,0,0,0,0,2
:require,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
:ability,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1
:width,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
:scientists,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:through,0,3,3,2,7,1,2,1,4,5,4,2,6,7,2,0,2
:statesmen,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
:advocacy,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:anyone,0,1,1,0,2,0,1,1,0,0,0,1,0,2,2,1,0
:develop,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
:speciaiised,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:skill,0,3,0,0,3,11,1,1,0,0,0,0,0,1,0,0,0
:exercise,0,2,1,0,2,5,1,0,0,0,0,0,0,1,1,0,0
:demanding,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
:universal,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,2,0
:applause,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0
:legs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:remained,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1
:serenely,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:writing,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
:volumcs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:rose,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
:blight,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:understood,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
:expert,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
:knowing,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0
:large,0,3,1,0,6,2,2,5,1,2,0,0,3,3,1,0,5
:number,0,1,1,0,2,1,2,1,0,1,2,0,1,1,0,1,1
:conchologists,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:study,0,1,1,0,1,0,0,1,0,0,0,0,2,0,1,0,0
:shells,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:contentment,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
:engage,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
:compositor,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:sought,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:devoted,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
:inventing,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:artistic,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
:derived,0,1,0,1,0,5,0,0,0,1,0,1,0,1,2,0,0
:persons,0,4,0,2,1,0,0,0,1,2,1,1,0,0,0,2,2
:lightly,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:bestowed,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0
:actual,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
:delight,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0
:craft,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:unlike,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
:dancers,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:dancing,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
:compositors,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:experts,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
:setting,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
:mathematical,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:nestorian,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:script,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:cuneiform,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:private,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
:lives,0,1,1,2,2,4,2,0,0,2,0,3,2,0,0,2,7
:constructive,0,1,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0
:instincts,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
:fully,0,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
:gratified,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
:customary,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
:room,0,1,1,0,2,0,0,0,0,0,0,2,0,1,0,0,0
:formerly,0,1,1,1,4,0,0,1,0,0,0,1,1,0,0,0,1
:craftsman,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:skilled,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
:workman,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:nowadays,0,1,2,0,3,0,0,0,0,0,1,1,0,0,0,0,0
:occupied,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,2,0
:mediaeval,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
:guilds,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:economy,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:scientific,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0
:instruments,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:delicate,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
:machines,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:designers,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:aeroplane,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
:mechanics,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:chaufeurs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:hosts,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:trade,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
:developed,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2
:agricultural,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:labourer,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
:peasant,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
:comparatively,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0
:communities,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1
:able,0,2,3,2,3,3,0,0,1,1,0,0,0,0,0,2,1
:observe,0,2,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0
:nearly,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
:chaufieur,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:engine,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:driver,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:cultivates,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
:land,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
:varied,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:ploughs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:sows,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:reaps,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
:mercy,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2
:elements,0,2,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0
:dependence,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
:mechanism,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
:acquires,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
:master,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
:slave,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
:forces,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
:uninteresting,0,3,1,0,0,1,0,2,0,1,0,1,0,0,0,0,1
:body,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0
:minders,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:repeat,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
